"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Lamprophyllite","(SrNa)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_","(SrNa)Ti_2_Na_3_Ti(Si_2_O_7_)_2_O_2_(OH)_2_","Sr Na Ti Si O H","","R070200 R070284 R130420","2763","Russia","1894","Approved|Redefined","Seidozerite-Lamprophyllite","lamprophyllite","Hackman V (1894) Petrographische beschreibung des nephelinsyenites vom Umptek und einiger ihn begleitenden gesteine, Fennia 11, 101-196","monoclinic|orthorhombic","2500","Sr Na Ti^4+ Si O H","Lmp"
"Landauite","(Na,Pb^2+^)(Mn^2+^,Y^3+^)(Zn^2+^,Fe^2+^)_2_(Ti^4+^,Fe^3+^,Nb^5+^)_18_(O,OH,F)O_38_","(Na,Pb)(Mn^2+^,Y)(Zn,Fe)_2_(Ti,Fe^3+^,Nb)_18_(O,OH,F)O_38_","Na Pb Mn Y Zn Fe Ti Nb O H F","IMA1965-033","","2765","Russia","1965","Approved","Crichtonite","crichtonite","Portnov A M, Nikolayeva L Y, Stolyarova T I (1966) A new titanium mineral, landauite, Doklady Akademii Nauk SSSR 166, 1420-1421","hexagonal","390","Na Pb^2+ Mn^2+ Y^3+ Zn^2+ Fe^2+ Ti^4+ Fe^3+ Nb^5+ O H F","Lda"
"Landesite","Mn^2+^_9_Fe^3+^_3_(PO_4_)_8_(OH)_3_·9H_2_O","Mn^2+^_9_Fe^3+^_3_(PO_4_)_8_(OH)_3_·9H_2_O","Mn Fe P O H","","","2766","USA","1930","Approved|Redefined","Reddingite","reddingite","Berman H, Gonyer F A (1930) Pegmatite minerals in Poland, Maine, American Mineralogist 15, 375-387

Chemical formula redefined:
Moore P B (1964) Investigations of landesite, American Mineralogist 49, 1122-1125","orthorhombic","950","Mn^2+ Fe^3+ P O H","Lds"
"Laplandite-(Ce)","Na_4_Ce^3+^Ti^4+^P^5+^Si_7_O_22_·5H_2_O","Na_4_CeTiPSi_7_O_22_·5H_2_O","Na Ce Ti P Si O H","IMA1974-005, IMA1987 s.p.","","2779","Russia","1974","Approved|Renamed"," "," ","Eskova E M, Semenov E I, Khomyakov A P, Kazakova M E, Sidorenko O V (1974) Laplandite, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 103, 571-575

Name changed from laplandite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","orthorhombic","370","Na Ce^3+ Ti^4+ P^5+ Si O H","Lpl-Ce"
"Laptevite-(Ce)","NaFe^2+^(Ce^3+^_7_Ca_5_Y^3+^_3_)(SiO_4_)_4_(Si_3_B_2_PO_18_)(BO_3_)F_11_","NaFe^2+^(REE_7_Ca_5_Y_3_)(SiO_4_)_4_(Si_3_B_2_PO_18_)(BO_3_)F_11_","Na Fe REE Ca Y Si O B P F","IMA2011-081","","6026","Tajikistan","2011","Approved"," "," ","Agakhanov A A, Pautov L A, Uvarova Y A, Sokolova E V, Hawthorne F C, Karpenko V Y (2013) Laptevite-(Ce) NaFe^2+^(REE_7_Ca_5_Y_3_)(SiO_4_)_4_(Si_3_B_2_PO_18_)(BO_3_)F_11_ - a new vicanite-group mineral from Darai-Pioz alkaline massif. New Data on Minerals 48, 5-11","hexagonal","359","Na Fe^2+ Ce^3+ Ca Y^3+ Si O B P F","Lpt-Ce"
"Latrappite","Ca_2_Fe^3+^Nb^5+^O_6_","Ca_2_NbFe^3+^O_6_","Ca Nb Fe O","IMA1964-019","","2785","Canada","1964","Approved|Redefined","Perovskite","perovskite","Nickel E H (1964) Latrappite – a proposed new name for the perovskite–type calcium niobate mineral from the Oka Area of Quebec, The Canadian Mineralogist 8, 121-122","orthorhombic","121","Ca Fe^3+ Nb^5+ O","Ltp"
"Laurentthomasite","Mg_2_K(Be_2_Al)Si_12_O_30_","Mg_2_K(Be_2_Al)Si_12_O_30_","Mg K Be Al Si O","IMA2018-157","","6882","Madagascar","2019","Approved","Milarite"," ","Ferraris C, Pignatelli I, Cámara F, Parodi G, Pont S, Schreyer M, Wei F (2020) Laurentthomasite, Mg_2_K(Be_2_Al)Si_12_O_30_: a new milarite-group-type member from the Ihorombe region, Fianarantsoa Province, Madagascar. European Journal of Mineralogy 32, 355-365","hexagonal","","Mg K Be Al Si O","Ltm"
"Laurite","Ru^2+^(S_2_)^2-^","RuS_2_","Ru S","","R060309 R110120","2791","Indonesia","1866","Grandfathered|Approved","Pyrite","pyrite","Wöhler F (1866) Ueber ein neues mineral von Bornéo, Nachrichten von der Königliche Gesellschaft der Wissenschaftern und der Georg-Augusts-Universität 1866, 155-160","cubic","3254","Ru^2+ S","Lrt"
"Låvenite","(Na,Ca)_2_(Mn^2+^,Fe^2+^)(Zr^4+^,Ti^4+^,Nb^5+^)(Si_2_O_7_)(O,F)_2_","(Na,Ca)_4_(Mn^2+^,Fe^2+^)_2_(Zr,Ti,Nb)_2_(Si_2_O_7_)_2_(O,F)_4_","Na Ca Mn Fe Zr Ti Nb Si O F","","R120044","2797","Norway","1884","Grandfathered|Approved","Wöhlerite ","Wöhlerite","Brögger W C (1884) Forelöbig meddelelse om to nye norske mineraler, låvenit og cappelenit, Geologiska Föreningens i Stockholm Förhandlingar 7, 598-600","monoclinic","2500","Na Ca Mn^2+ Fe^2+ Zr^4+ Ti^4+ Nb^5+ Si O F","Låv"
"Laverovite","K_2_NaMn^2+^_7_Zr^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_4_F","K_2_NaMn_7_Zr_2_(Si_4_O_12_)_2_O_2_(OH)_4_F","K Na Mn Zr Si O H F","IMA2017-009b","R060216 R190014","6803","Canada","2018","Approved","Astrophyllite"," ","Sokolova E, Day M C, Hawthorne F C, Kasatkin A V, Downs R T, Horváth L, Pfenninger-Horváth E (2019) Laverovite, K_2_NaMn_7_Zr_2_(Si_4_O_12_)_2_O_2_(OH)_4_F, a new astrophyllite-super-group mineral from Mont Saint-Hilaire, Québec, Canada. The Canadian Mineralogist 57, 201-213","triclinic","124","K Na Mn^2+ Zr^4+ Si O H F","Lvv"
"Lazulite","MgAl_2_(PO_4_)_2_(OH)_2_","MgAl_2_(PO_4_)_2_(OH)_2_","Mg Al P O H","","R050110 R050269 R060494","2803","Austria","1795","Approved","Lazulite","lazulite","Klaproth M H (1795) Prüfung eines smalteblauen fossils, von Vorau, Beiträge zur Chemischen Kenntniss der Mineralkörper 1, 197-202","monoclinic","2598","Mg Al P O H","Lzl"
"Lead","Pb","Pb","Pb","","R070280 R070193","2805","unknown","0","Grandfathered|Approved","Copper","lead","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic","2644","Pb","Pb"
"Lecoqite-(Y)","Na_3_Y(CO_3_)_3_·6H_2_O","Na_3_Y(CO_3_)_3_·6H_2_O","Na Y C O H","IMA2008-069","R141187","5729","Canada","2008","Approved","Not in a structural group"," ","Pekov I V, Chukanov N V, Zubkova N V, Ksenofontov D A, Horváth L, Zadov A E, Pushcharovsky D Y (2010) Lecoqite-(Y), Na_3_Y(CO_3_)_3_·6H_2_O, a new mineral species from Mont Saint-Hilaire, Quebec, Canada, The Canadian Mineralogist 48, 95-104","hexagonal","252","Na Y C O H","Lec-Y"
"Lefontite","Fe^2+^_2_Al_2_Be(PO_4_)_2_(OH)_6_","Fe_2_Al_2_Be(PO_4_)_2_(OH)_6_","Fe Al Be P O H","IMA2014-075","R140074 R140428 R140539","6312","Brazil","2014","Pending publication|Approved","Childrenite"," ","Yang, H., Downs, R.T., Evans, S.H., Morrison, S.M. and Schumer, B.N. (2015) Lefontite, IMA 2014-075. CNMNC Newsletter No. 23, February 2015, page 55; Mineralogical Magazine, 79, 51-58","orthorhombic","582","Fe^2+ Al Be P O H","Lef"
"Leifite","Na_7_Be_2_(Si_15_Al_3_)O_39_(F,OH)_2_","Na_7_Be_2_(Si_15_Al_3_)O_39_(F,OH)_2_","Na Be Si Al O F H","","R060219","2812","Denmark (Greenland)","1915","Approved|Redefined","Leifite"," ","Bøggild O B (1915) Leifit, et nyt mineral fra Narsarsuk, Meddelelser om Grønland 51, 429-433

Chemical formula redefined:
Sokolova E, Huminicki D M C,Hawthorne F C (2005) The crystal chemistry of telyushenkoite and leifite, ANa_6_[Be_2_Al_3_Si_15_O_39_F_2_], A = Cs, Na. The Canadian Mineralogist 40, 183-192","hexagonal","1267","Na Be Si Al O F H","Lf"
"Lemmleinite-Ba","Na_4_K_4_Ba_2+x_Ti^4+^_8_(Si_4_O_12_)_4_(O,OH)_8_·8H_2_O","Na_4_K_4_Ba_2+x_Ti_8_(Si_4_O_12_)_4_(OH,O)_8_·8H_2_O","Na K Ba Ti Si O H","IMA1998-052a","R070650 R110017","2817","Russia","1998","Approved","Labuntsovite","labuntsovite","Chukanov N V, Pekov I V, Rastsvetaeva R K, Zadov A E, Nedelko V V (2001) Lemmleinite-Ba, Na_2_K_2_Ba_1+x_Ti_4_[Si_4_O_12_]_2_(O,OH)_4_·5H_2_O, a new mineral of labuntsovite group, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 130(3), 36-43","monoclinic","500","Na K Ba Ti^4+ Si O H","Lem-Ba"
"Lemmleinite-K","Na_4_K_8_Ti^4+^_8_(Si_4_O_12_)_4_(O,OH)_8_·8H_2_O","Na_4_K_8_Ti_8_(Si_4_O_12_)_4_(OH,O)_8_·8H_2_O","Na K Ti Si O H","IMA1997-003","","2818","Russia","1997","Approved|Renamed","Labuntsovite","labuntsovite","Khomyakov A P, Nechelyustov G N, Rastsvetaeva R K, Dorokhova G I (1999) Lemmleinite, NaK_2_(Ti,Nb)_2_Si_4_O_12_(O,OH)_2_·2H_2_O - a new mineral of the labuntsovite-nenadkevichite family, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 128(5), 54-62

Name changed from lemmleinite to lemmleinite-K:
Chukanov N V, Pekov I V, Khomyakov A P (2002) Recommended nomenclature for labuntsovite-group minerals, European Journal of Mineralogy 14, 165-173","monoclinic","500","Na K Ti^4+ Si O H","Lem-K"
"Lemoynite","Na_2_CaZr^4+^_2_Si_10_O_26_·5-6H_2_O","Na_2_CaZr_2_Si_10_O_26_·5-6H_2_O","Na Ca Zr Si O H","IMA1968-013","R080106","2819","Canada","1968","Approved","Lemoynite"," ","Perrault G, Semenov E I, Bikova A V, Capitonova T A (1969) La lemoynite, un nouveau silicate hydraté de zirconium et de sodium de St. Hilaire, Québec, The Canadian Mineralogist 9, 585-596","monoclinic","124","Na Ca Zr^4+ Si O H","Lmo"
"Lepkhenelmite-Zn","Ba_2_Zn^2+^(Ti^4+^,Nb^5+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·7H_2_O","Ba_2_Zn(Ti,Nb)_4_(Si_4_O_12_)_2_(O,OH)_4_·7H_2_O","Ba Zn Ti Nb Si O H","IMA2003-003","","5219","Russia","2003","Approved","Labuntsovite","labuntsovite","Pekov I V, Chukanov N V, Shilov G V, Kononkova G N, Zadov A E (2004) Lepkhenelmite-Zn, Ba_2_Zn(Ti,Nb)_4_[Si_4_O_12_]_2_(O,OH)_4_·7H_2_O - a new mineral of the labuntsovite group and its crystal structure, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 133(1), 49-59","monoclinic","370","Ba Zn^2+ Ti^4+ Nb^5+ Si O H","Lpn-Zn"
"Lermontovite","U^4+^PO_4_(OH)·H_2_O","U^4+^(PO_4_)(OH)·H_2_O","U P O H","","","5125","Russia","1956","Grandfathered|Approved"," "," ","Soboleva M V, Pudovkina I A (1957) Lermontovite, in Mineraly Urana, Spravochnik (Uranium Minerals Handbook), (Moscow) 181-182","orthorhombic","327","U^4+ P O H","Ler"
"Leucite","K(Si_2_Al)O_6_","K(AlSi_2_O_6_)","K Al Si O","","R040107 R060300","2831","Italy","1791","Approved","Analcime","zeolite","Blumenbachs J F (1791) Auszuge und kezensioneit bergmanischer und mineralogischer schriften, Bergmannisches Journal 2, 483-500","tetragonal|cubic","2500","K Si Al O","Lct"
"Leucophanite","NaCaBeSi_2_O_6_F","NaCaBeSi_2_O_6_F","Na Ca Be Si O F","","R050004 R060199 R060207","2832","Norway","1840","Grandfathered|Approved"," "," ","Erdmann A (1842) Undersökning af leucophan, ett nytt mineral frän trakten af Brewig i Norrige, Kongliga Svenska Vetenskaps-Akademiens Handlingar 1840, 191-200","orthorhombic|triclinic","2680","Na Ca Be Si O F","Lph"
"Leucosphenite","Na_4_BaTi^4+^_2_B_2_Si_10_O_30_","Na_4_BaTi_2_B_2_Si_10_O_30_","Na Ba Ti B Si O","","R060201","2835","Denmark (Greenland)","1901","Grandfathered|Approved"," "," ","Flink G (1901) On the minerals from Narsarsuk on the Firth of Tunugdliarfik in Southern Greenland, Meddelelser om Grønland 24, 9-180","monoclinic","1300","Na Ba Ti^4+ B Si O","Lsp"
"Liandratite","U^6+^Nb^5+^_2_O_8_","U^6+^Nb_2_O_8_","U Nb O","IMA1975-039","","2840","Madagascar","1975","Approved"," "," ","Mücke A, Strunz H (1978) Petscheckite and liandratite, two new pegmatite minerals from Madagascar, American Mineralogist 63, 941-946","hexagonal","1490","U^6+ Nb^5+ O","Lia"
"Liberite","Li_2_BeSiO_4_","Li_2_Be(SiO_4_)","Li Be Si O","","","2841","China","1964","Approved"," "," ","Chao C L (1964) Liberite (Li_2_BeSiO_4_), a new lithium-beryllium silicate mineral from the Nanling Ranges, South China, Acta Mineralogica Sinica 44, 334-342","monoclinic","160","Li Be Si O","Lbr"
"Lileyite","Ba_2_Ti^4+^_2_Na_2_Fe^2+^Mg(Si_2_O_7_)_2_O_2_F_2_","Ba_2_Ti_2_Na_2_Fe^2+^Mg(Si_2_O_7_)_2_O_2_F_2_","Ba Ti Na Fe Mg Si O F","IMA2011-021","R140773","5949","Germany","2011","Approved|Redefined","Seidozerite-Lamprophyllite"," ","Chukanov N V, Pekov I V, Rastsvetaeva R K, Aksenov S M, Zadov A E, Van K V, Blass G, Schüller W, Ternes B (2012) Lileyite, Ba_2_(Na,Fe,Ca)_3_MgTi_2_(Si_2_O_7_)_2_O_2_F_2_, a new lamprophyllite-group mineral from the Eifel volcanic area, Germany, European Journal of Mineralogy 24, 181-188","monoclinic","354","Ba Ti^4+ Na Fe^2+ Mg Si O F","Lly"
"Lime","CaO","CaO","Ca O","","","2849","Italy","0","Grandfathered|Approved","Rocksalt","periclase","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic","394","Ca O","Lm"
"Lindsleyite","(Ba,Sr)(Zr^4+^,Ca)(Fe^3+^,Mg)_2_(Ti^4+^,Cr^3+^,Fe^3+^)_18_O_38_","(Ba,Sr)(Zr,Ca)(Fe,Mg)_2_(Ti,Cr,Fe)_18_O_38_","Ba Sr Zr Ca Fe Mg Ti Cr O","IMA1982-086","","2854","South Africa","1982","Approved","Crichtonite","crichtonite","Haggerty S E, Smyth J R, Erlank A J, Rickard R S, Danchin R V (1983) Lindsleyite (Ba) and mathiasite (K): two new chromium-titanites in the crichtonite series from the upper mantle, American Mineralogist 68, 494-505","hexagonal","2605","Ba Sr Zr^4+ Ca Fe^3+ Mg Ti^4+ Cr^3+ O","Ldy"
"Linnaeite","Co^2+^Co^3+^_2_S^2-^_4_","Co^2+^Co^3+^_2_S_4_","Co S","","","2856","Sweden","1845","Grandfathered|Approved","Spinel","linnaeite","Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese III. Kobaltkies. Linnéit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562","cubic","3640","Co^2+ Co^3+ S^2-","Lin"
"Lintisite","Na_3_LiTi^4+^_2_O_2_(SiO_3_)_4_·2H_2_O","Na_3_LiTi_2_O_2_(SiO_3_)_4_·2H_2_O","Na Li Ti O Si H","IMA1989-025","","2857","Russia","1989","Approved"," "," ","Khomyakov A P, Polezhaeva L I, Merlino S, Pasero M (1990) Lintisite, Na_3_LiTiSi_4_O_14_·2H_2_O - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(3) 76-80","monoclinic","363","Na Li Ti^4+ O Si H","Lts"
"Linzhiite","FeSi_2_","FeSi_2_","Fe Si","IMA2010-011","","5838","China","2010","Approved"," "," ","Li G, Bai W, Shi N, Fang Q, Xiong M, Yang J, Ma Z, Rong H (2012) Linzhiite, FeSi<sub>2</sub>, a redefined and revalidated new mineral species from Luobusha, Tibet, China, European Journal of Mineralogy 24, 1047-1052","tetragonal","214","Fe Si","Lzh"
"Liraite","NaCa_2_Mn^2+^_2_[Fe^3+^Fe^2+^]Mn^2+^_2_(PO_4_)_6_(H_2_O)_2_","NaCa_2_Mn^2+^_2_[Fe^3+^Fe^2+^]Mn^2+^_2_(PO_4_)_6_(H_2_O)_2_","Na Ca Mn Fe P O H","IMA2019-085","","6972","Argentina","2020","Pending publication|Approved","Wicksite"," ","Miyawaki R, Hatert F, Pasero M, Mills S J (2020) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 53. Mineralogical Magazine 84, 159-163","orthorhombic","","Na Ca Mn^2+ Fe^3+ Fe^2+ P O H","Lir"
"Lisitsynite","KBSi_2_O_6_","KBSi_2_O_6_","K B Si O","IMA2000-008","","2863","Russia","2000","Approved"," "," ","Khomyakov A P, Nechelyustov G N, Sokolova E V, Hawthorne F C (2000) New borosilicates: Malinkoite, NaBSiO_4_, and lisitsynite, KBSi_2_O_6_, from alkaline pegmatites of the Khibiny-Lovozero complex, Kola Peninsula, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 129(6) 35-42","orthorhombic","413.6","K B Si O","Lss"
"Lithiomarsturite","LiCa_2_Mn^2+^_2_Si_5_O_14_(OH)","LiMn^2+^_2_Ca_2_Si_5_O_14_(OH)","Li Mn Ca Si O H","IMA1988-035","R100094","2866","USA","1988","Approved","Rhodonite","rhodonite","Peacor D R, Dunn P J, White J S, Grice J D, Chi P H (1990) Lithiomarsturite, a new member of the pyroxenoid group, from North Carolina, American Mineralogist 75, 409-414","triclinic","351","Li Ca Mn^2+ Si O H","Lmsr"
"Lithiophilite","LiMn^2+^PO_4_","LiMn^2+^(PO_4_)","Li Mn P O","","R070303 R100096","2867","USA","1878","Grandfathered|Approved","Olivine","triphylite","Brush G J, Dana E S (1878) On a new and remarkable mineral locality in Fairfield County, Connecticut; with a description of several new species occurring there. First Paper., American Journal of Science and Arts 16, 33-46; 114-123","orthorhombic","2918","Li Mn^2+ P O","Lhp"
"Lithiophorite","(Al,Li)Mn^4+^O_2_(OH)_2_","(Al,Li)(Mn^4+^,Mn^3+^)O_2_(OH)_2_","Al Li Mn O H","","R070083","2868","Germany","1870","Grandfathered|Approved"," "," ","Frenzel A (1870) Lithiophorit, ein lithionhaltiges manganerz, Journal für Praktische Chemie 110, 203-206","hexagonal","2628","Al Li Mn^4+ O H","Lpr"
"Lithiophosphate","Li_3_PO_4_","Li_3_(PO_4_)","Li P O","","R100092","2869","Russia","1957","Grandfathered|Approved"," "," ","Matias V V, Bondareva A M (1957) Lithiophosphate - a new mineral, Doklady Akademii Nauk SSSR 112, 124-126","orthorhombic","2740","Li P O","Lip"
"Lithiotantite","LiTa^5+^_3_O_8_","LiTa_3_O_8_","Li Ta O","IMA1982-022","R100165","2870","Kazakhstan","1982","Approved"," ","wodginite","Voloshin A V, Pakhomovskii Y A, Stepanov V I, Tyusheva F N (1983) Lithiotantite Li(Ta,Nb)_3_O_8_ - a new mineral from granite pegmatites in Eastern Kazakhstan, Mineralogiceskij Zhurnal 5, 91-95","monoclinic","945","Li Ta^5+ O","Ltan"
"Lithiowodginite","LiTa^5+^_3_O_8_","LiTa_3_O_8_","Li Ta O","IMA1988-011","","2871","Kazakhstan","1988","Approved","Wodginite","wodginite","Voloshin A V, Pakhomovskii Y A, Bakhchisaraitsev A Y (1990) Lithiowodginite - a new mineral of the wodginite group from the granitic pegmatites of eastern Kazakhstan, Mineralogiceskij Zhurnal 12, 94-100","monoclinic","2640","Li Ta^5+ O","Lwdg"
"Litidionite","KNaCu^2+^Si_4_O_10_","KNaCuSi_4_O_10_","K Na Cu Si O","IMA2014 s.p.","R130088","2873","Italy","1880","Approved|Renamed"," ","lithidionite","Scacchi E (1880) Lapilli azzurri del Vesuvio, Rendiconto dell'Accademia delle Scienze Fisiche e Matematiche (sezione della Societa reale di Napoli) 19, 175-179","triclinic","0.4","K Na Cu^2+ Si O","Ltd"
"Litvinskite","Na_3_Zr^4+^Si_6_O_13_(OH)_5_","Na_3_ZrSi_6_O_13_(OH)_5_","Na Zr Si O H","IMA1999-017","","2874","Russia","1999","Approved","Lovozerite-Zirsinalite–Lovozerite","lovozerite","Pekov I V, Ekimenkova I A, Chukanov N V, Zadov A E, Yamnova N A, Egorov-Tismenko Y K (2000) Litvinskite Na_2_([box],Na,Mn)Zr[Si_6_O_12_(OH,O)_6_] - a new mineral of the lovozerite group, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 129(1), 45-60

Chemical formula revised:
Yamnova N A, Egorov-Tismenko Y K, Pekov I V, Ekimenkova I A (2001) Crystal structure of litvinskite: A new natural member of the lovozerite group, Crystallography Reports 46, 190-193

Chemical formula revised again:
Pekov I V, Krivovichev S V, Zolotarev A A, Yakovenchuk V N, Armbruster T, Pakhomovsky Y A (2009) Crystal chemistry and nomenclature of the lovozerite group, European Journal of Mineralogy 21, 1061-1071","monoclinic","413.6","Na Zr^4+ Si O H","Ltv"
"Lobanovite","K_2_Na(Fe^2+^_4_Mg_2_Na)Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_4_","K_2_Na(Fe^2+^_4_Mg_2_Na)Ti_2_(Si_4_O_12_)_2_O_2_(OH)_4_","K Na Fe Mg Ti Si O H","","R120068","2964","Russia","1963","Approved","Astrophyllite-Devitoite","astrophyllite","Peng C C, Ma C S (1963) The discovery of a new type of Si-O chain radical - X-ray analysis of astrophyllite, Scientia Sinica 12, 272-276

Chemical formula revised:
Piilonen P C, LaLonde A E, McDonald A M, Gault R A, Larsen A O (2003) Insights into astrophyllite–group minerals. I. Nomenclature, composition and development of a standardized general formula, The Canadian Mineralogist 41, 1-26

Name changed from magnesium astrophyllite to magnesioastrophyllite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135

Chemical composition revised according to:
Cámara F, Sokolova E, Abdu Y, Hawthorne F C (2010) The crystal structures of niobophyllite, kupletskite-(Cs) and Sn-rich astrophyllite: Revisions to the crystal chemistry of the astrophyllite-group minerals, The Canadian Mineralogist 48, 1-16

Name changed from magnesioastrophyllite to lobanovite:
Sokolova E, Cámara F, Hawthorne F C, Semenov E I, Ciriotti M E (2017) Lobanovite, K_2_Na(Fe^2+^_4_Mg_2_Na)Ti_2_(Si_4_O_12_)_2_O_2_(OH)_4_, a new mineral of the astrophyllite supergroup and its relation to magnesioastrophyllite. Mineralogical Magazine 81, 175-181 
","monoclinic","418","K Na Fe^2+ Mg Ti^4+ Si O H","Lbv"
"Löllingite","Fe^3+^(As_2_)^3-^","FeAs_2_","Fe As","","R060185 R060668 R070592","2879","Austria","1845","Grandfathered|Approved","Löllingite","Marcasite-Löllingite-Löllingite subgroup","Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese II. Arsenikkies. Lölingit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562","orthorhombic","4000","Fe^3+ As","Lö"
"Lomonosovite","Na_6_Na_2_Ti^4+^_2_Na_2_Ti^4+^_2_(Si_2_O_7_)_2_(PO_4_)_2_O_4_","Na_6_Na_2_Ti_2_Na_2_Ti_2_(Si_2_O_7_)_2_(PO_4_)_2_O_4_","Na Ti Si O P","","R070465","2880","Russia","1950","Approved|Redefined","Seidozerite-Murmanite","epistolite","Gerasimovsky V I (1950) Lomonosovite - a new mineral, Doklady Akademii Nauk SSSR 70, 83-86","triclinic","1160","Na Ti^4+ Si O P","Lom"
"Londonite","CsBe_5_Al_4_B_11_O_28_","CsBe_4_Al_4_(B_11_Be)O_28_","Cs Be Al B O","IMA1999-014","","2881","Madagascar","1999","Approved","Rhodizite"," ","Simmons W B, Pezzotta F, Falster A U, Webber K L (2001) Londonite, a new mineral species: the Cs-dominant analogue of rhodizite from the Antandrokomby granitic pegmatite, Madagascar, The Canadian Mineralogist 39, 747-755","cubic","500","Cs Be Al B O","Ldn"
"Lonsdaleite","C","C","C","IMA1966-044","","2883","USA","1966","Approved"," "," ","Frondel C, Marvin U B (1967) Lonsdaleite, a hexagonal polymorph of diamond, Nature 214, 587-589","hexagonal","4620","C","Lon"
"Loparite-(Ce)","(Na,Ce^3+^,Sr)(Ce^3+^,Th^4+^)(Ti^4+^,Nb^5+^)_2_O_6_","(Na,Ce,Sr)(Ce,Th)(Ti,Nb)_2_O_6_","Na Ce Sr Th Ti Nb O","IMA1987 s.p.","R070251","2884","Russia","1923","Approved|Renamed","Perovskite","perovskite","Fersman A E (1923) The Chibina Massiv of Kola Island, Transactions of the Northern Scientific and Economic Expedition 16, 68-68

Name changed from loparite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","tetragonal|orthorhombic, cubic","2500","Na Ce^3+ Sr Th^4+ Ti^4+ Nb^5+ O","Lop-Ce"
"Loranskite-(Y)","(Y,Ce,Ca)(Zr^4+^,Ta^5+^)_2_O_6_","(Y,Ce,Ca)(Zr,Ta)_2_O_6_ (?)","Y Ce Ca Zr Ta O","IMA1987 s.p.","","5043","Russia","1899","Approved|Renamed"," ","columbite-euxenite-euxenite subgroup","Melnikow M (1899) Loranskit, ein neues mineral, Zeitschrift für Krystallographie und Mineralogie 31, 505-505

Name changed from loranskite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","","2058","Y Ce Ca Zr^4+ Ta^5+ O","Lrs-Y"
"Lorenzenite","Na_2_Ti^4+^_2_O_3_(Si_2_O_6_)","Na_2_Ti_2_O_3_(Si_2_O_6_)","Na Ti O Si","","R060960 R130051","2887","Denmark (Greenland)","1901","Grandfathered|Approved"," "," ","Flink G (1901) Undersøgelser af mineraler fra Julianehaab indsamlede af G. Flink 1897. Part I. On the minerals from Narsarsuk on the Firth of Tunugdliarfik in Southern Greenland. 27. Lorenzenite, Meddelelser om Grønland 24, 9-180","orthorhombic","2500","Na Ti^4+ O Si","Lrz"
"Lovdarite","K_2_Na_6_Be_4_Si_14_O_36_·9H_2_O","K_2_Na_6_Be_4_Si_14_O_36_·9H_2_O","K Na Be Si O H","IMA1972-009","","2893","Russia","1972","Approved"," ","zeolite","Men'shikov Y P, Denisov A P, Uspenskaya Y I, Lipatova E A (1973) Lovdarite, a new hydrous alkali-beryllium silicate, Doklady Akademii Nauk SSSR 213, 429-432","orthorhombic","1160","K Na Be Si O H","Lov"
