Mineral Name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45a,p45b,p46,p47a,p47b,p47c,p47d,p47e,p47f,p47g,p47h,p47i,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,Lunar,BQ,BS,BT
Fluorkyuygenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,Ca12Al14O32[(H2O)4F2]
Fluorlamprophyllite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,(SrNa)Ti4+2Na3Ti4+(Si2O7)2O2F2
Fluorluanshiweiite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,KLiAl1.5[box]0.5(Si3.5Al0.5)O10F2
Fluormayenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,Ca12Al14O32[[box]4F2]
Fluornatrocoulsellite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,5,(Na1.5Ca0.5)(Mg1.5Al0.5)F6F
Fluornatromicrolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,(Na1.5Bi3+0.5)Ta5+2O6F
Fluornatropyrochlore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"(Na,Pb2+,Ca,REE3+,U6+)2Nb5+2O6F"
Fluoro-cannilloite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,CaCa2(Mg4Al)(Si5Al3)O22F2
Fluoro-edenite,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,NaCa2Mg5(Si7Al)O22F2
Fluoro-leakeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NaNa2(Mg2Al2Li)Si8O22F2
Fluoro-nybøite,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,NaNa2(Mg3Al2)(Si7Al)O22F2
Fluoro-pargasite,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,NaCa2(Mg4Al)(Si6Al2)O22F2
Fluoro-pedrizite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NaLi2(Mg2Al2Li)Si8O22F2
Fluoro-richterite,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,Na(NaCa)Mg5Si8O22F2
Fluoro-riebeckite,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,[box]Na2(Fe2+3Fe3+2)Si8O22F2
Fluoro-taramite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Na(NaCa)(Mg3Al2)(Si6Al2)O22F2
Fluoro-tremolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,[box]Ca2Mg5Si8O22F2
Fluorocronite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,2,Pb2+F2
Fluorokinoshitalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,BaMg3Al2Si2O10F2
Fluorophlogopite,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,KMg3(Si3Al)O10F2
Fluorotetraferriphlogopite,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,KMg3Fe3+Si3O10F2
Fluorowardite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,NaAl3(PO4)2F2(OH)2¬∑2H2O
Fluorphosphohedyphane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,5,Ca2Pb2+3(PO4)3F
Fluorstrophite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SrCaSr3(PO4)3F
Fluorvesuvianite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9"
Fluorwavellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,Al3(PO4)2(OH)2F¬∑5H2O
Flurlite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,"Zn2+(Zn2+,Mn2+)3Fe3+(PO4)3(OH)2(H2O)7¬∑2H2O"
Foggite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,4,CaAlPO4(OH)2¬∑H2O
Fogoite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ca2Y3+2Na3Ti4+(Si2O7)2(OF)F2
Foitite,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,[box](Fe2+2Al)Al6(Si6O18)(BO3)3(OH)3OH
Folvikite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,"Sb5+Mn3+(Mg,Mn2+)10O8(BO3)4"
Fontanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,5,Ca(U6+O2)3(CO3)2O2¬∑6H2O
Fontarnauite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,8,"(Na,K)2(Sr,Ca)(S6+O4)[B5O8(OH)]¬∑2H2O"
Foordite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,"Sn2+(Nb5+,Ta5+)2O6"
Footemineite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ca2Mn2+5Be4(PO4)6(OH)4¬∑6H2O
Forêtite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,5,"Cu2+2Al2(As5+O4)(OH,O,H2O)6"
Formanite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,Y3+Ta5+O4
Formicaite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Ca(CHOO)2
Fornacite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,7,"Cu2+Pb2+2[Cr6+,Mo6+)O4](As5+O4)(OH)"
Forsterite,1,,1,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,3,Mg2SiO4
Foshagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,4,Ca4(SiO3)3(OH)2
Fougèrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,2,4,Fe2+4Fe3+2(OH)12(CO3)¬∑3H2O
Fourmarierite,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,2,4,Pb2+1-xO3-2x(U6+O2)4(OH)4+2x¬∑4H2O
Fowlerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(Mn2+,Zn2+)SiO3"
Fraipontite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,5,"(Zn2+,Al)3(Si,Al)2O5(OH)4"
Francevillite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,7,"(Ba,Sr,Pb)(U6+O2)2(V5+O4)2¬∑5H2O"
Franciscanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+6(V5+[box])(SiO4)2O3(OH)3
Francisite,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,2,5,Cu2+3Bi3+(Se4+O3)2O2Cl
Franckeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"Pb21.7Sn9.3Fe4.0(Sb,As)8.1S56.9"
Francoanellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,2,5,K3Al5(PO3OH)6(PO4)2¬∑12H2O
Françoisite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,Ce3+(U6+O2)3(PO4)2O(OH)¬∑6H2O
Françoisite-(Nd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,Nd3+(U6+O2)3(PO4)2O(OH)¬∑6H2O
Franconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"(Na,Ca,Mg)Nb5+2O5(OH)¬∑3H2O"
Frankamenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"K3Na3Ca5Si12O30(F,OH)4¬∑H2O"
Frankdicksonite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,BaF2
Frankhawthorneite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,4,Cu2+2Te6+O4(OH)2
Franklinfurnaceite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ca2Mn2+3Mn3+Fe3+Zn2+2Si2O10(OH)8
Franklinite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,Zn2+Fe3+2O4
Franklinphilite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(K,Na)4(Mn2+,Mg,Zn2+)48(Si,Al)72(O,OH)216¬∑6H2O"
Fransoletite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,5,Ca3Be2(PO4)2(PO3OH)2¬∑4H2O
Franzinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(Na,K)30Ca10(Si30Al30)O120(S6+O4)10¬∑2H2O"
Freboldite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,CoSe
Fredrikssonite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Mg2Mn3+O2(BO3)
Freedite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,5,Cu1+Pb2+8(As3+O3)2O3Cl5
Freieslebenite,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,AgPbSbS3
Freitalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,C14H10
Fresnoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ba2Ti4+O(Si2O7)
Freudenbergite,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,Na(Ti4+3Fe3+)O8
Friedelite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+8Si6O15(OH)10
Friedrichbeckeite,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,K([box]Na)Mg2(MgBe2Si12)O30
Friedrichite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Cu1+5Pb2+5Bi3+7S2-18
Fritzscheite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,3,6,"Mn2+(U6+O2)2(V5+O4,P5+O4)2¬∑4H2O"
Frohbergite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,"(Fe,Co)Te2"
Frolovite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ca[B(OH)4]2
Frondelite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,3,,(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5
Froodite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,PdBi2
Fuenzalidaite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,2,8,"K3Na5Mg5(I5+O3)6[(S6+,Se)O4]6¬∑6H2O"
Fuettererite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,1,6,Pb2+3Cu2+6Te6+O6(OH)7Cl1-5
Fukalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Ca4Si2O6(CO3)(OH)2
Fukuchilite,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Cu2+3Fe2+(S2)2-4
Fulbrightite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,5,Ca(VO)2(AsO4)2¬∑4H2O
Falcondoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Pb3Sb8S15
Furongite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,2,5,Al13(U6+O2)7(PO4)13(OH)14¬∑58H2O
Furutobeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,"(Cu,Ag)6PbS4"
Gabrielite,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Tl2AgCu2As3S7
Gabrielsonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Pb2+Fe3+(As3+O3)O
Gadolinite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Fe2+Be2Ce3+2(SiO4)2O2
Gadolinite-(Nd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Nd3+2Fe2+Be2O2(SiO4)2
Gadolinite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Fe2+Be2Y3+2(SiO4)2O2
Gagarinite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NaCaCe3+F6
Gagarinite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NaCaY3+F6
Gageite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,2,4,Mn2+21Si8O27(OH)20
Gahnite,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,3,Zn2+Al2O4
Gaidonnayite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,"(Na,K)2Zr4+Si3O9¬∑2H2O"
Gaildunningite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,"Hg2+3[NHg2+2]18(Cl,I)24"
Gainesite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,"(Na,K,Cs)2(Be,Li)Zr4+2(PO4)4¬∑1.5H2O"
Gaitite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,5,Ca2+2Zn2+(As5+O4)2¬∑2H2O
Gajardoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,5,KCa0.5As3+4O6Cl2¬∑5H2O
Galaxite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,Mn2+Al2O4
Galeite,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,Na15(S6+O4)5ClF4
Galena,,,,,,,,,,,1,1,,1,1,,,,,,,,1,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,13,2,Pb2+S2-
Galenobismutite,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,PbBi2S4
Galgenbergite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,5,CaCe3+2(CO3)4¬∑H2O
Galileiite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,3,4,NaFe2+4(PO4)3
Galkhaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,(Hg2+5Cu1+)Cs1+As3+4S2-12
Galliskiite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Ca4Al2(PO4)2F8¬∑5H2O
Gallite,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,Cu1+Ga3+S2-2
Gallobeudantite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,6,Pb2+Ga3+3(As5+O4)(S6+O4)(OH)6
Galloplumbogummite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,"Pb(Ga,Al)2Ge(PO4)2(OH)6"
Galuskinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ca7(SiO4)3(CO3)
Gamagarite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2,,Ba2Fe3+(V5+O4)2(OH)
Gananite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Bi3+F3
Ganomalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Pb2+3Ca2(SiO4)(Si2O7)
Ganophyllite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,8,"(K,Na,Ca)1-2Mn2+6(Si,Al)10O24(OH)4¬∑7-11H2O"
Ganterite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,"Ba0.5(Na,K)0.5Al2(Si2.5Al1.5)O10(OH)2"
Gaotaiite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ir3Te8
Garavellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Fe2+Sb3+Bi3+S2-4
Garmite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,CsLiMg2(Si4O10)F2
Garrelsite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,NaBa3B7Si2O16(OH)4
Garronite-Ca,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NaCa2.5(Si10Al6)O32¬∑14H2O
Garronite-Na,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Na6(Al6Si10O32)¬∑8.5H2O
Gartrellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,,Pb2+Cu2+Fe3+(As5+O4)2(OH)¬∑H2O
Garutiite,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,"(Ni,Fe,Ir)"
Garyansellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,Mg2Fe3+(PO4)2(OH)¬∑2H2O
Gasparite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,2,,Ce3+As5+O4
Gasparite-(La),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,La3+(As5+O4)
Gaspéite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,3,Ni2+CO3
Gatedalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Zr4+Mn2+2Mn3+4SiO12
Gatehouseite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+5(PO4)2(OH)4
Gatelite-(Ce),,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,"(Ca,Ce3+)4(Al,Mg,Fe2+)4(Si2O7)(SiO4)3(O,F,OH)3"
Gatewayite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,Ca6(As3+V4+3V5+9As5+6O51)¬∑31H2O
